"AV.gene","AJ.gene","BV.gene","BJ.gene","n"
"TRAV21","TRAJ50","TRBV29-1","TRBJ1-2",3
"TRAV21","TRAJ50","TRBV6-3","TRBJ2-1",3
"TRAV21","TRAJ50","TRBV7-9","TRBJ2-1",3
"TRAV21","TRAJ52","TRBV19","TRBJ2-2",3
"TRAV21","TRAJ57","TRBV19","TRBJ1-5",3
"TRAV21","TRAJ9","TRBV11-2","TRBJ2-3",3
"TRAV21","TRAJ9","TRBV11-2","TRBJ2-7",3
"TRAV22","TRAJ37","TRBV19","TRBJ1-5",3
"TRAV22","TRAJ37","TRBV19","TRBJ2-7",3
"TRAV22","TRAJ40","TRBV4-3","TRBJ2-3",3
"TRAV22","TRAJ40","TRBV6-5","TRBJ1-1",3
"TRAV24","TRAJ42","TRBV19","TRBJ2-3",3
"TRAV24","TRAJ49","TRBV7-2","TRBJ2-5",3
"TRAV24","TRAJ52","TRBV19","TRBJ2-7",3
"TRAV24","TRAJ52","TRBV4-3","TRBJ1-4",3
"TRAV24","TRAJ53","TRBV20-1","TRBJ2-7",3
"TRAV25","TRAJ42","TRBV19","TRBJ2-4",3
"TRAV25","TRAJ53","TRBV3-1","TRBJ2-4",3
"TRAV26-1","TRAJ10","TRBV13","TRBJ2-2",3
"TRAV26-2","TRAJ43","TRBV30","TRBJ2-4",3
"TRAV26-2","TRAJ50","TRBV12-3","TRBJ2-2",3
"TRAV26-2","TRAJ52","TRBV27","TRBJ1-5",3
"TRAV27","TRAJ20","TRBV27","TRBJ2-1",3
"TRAV27","TRAJ20","TRBV29-1","TRBJ1-2",3
"TRAV27","TRAJ23","TRBV19","TRBJ2-7",3
"TRAV27","TRAJ26","TRBV4-1","TRBJ1-2",3
"TRAV27","TRAJ33","TRBV24-1","TRBJ2-2",3
"TRAV27","TRAJ40","TRBV20-1","TRBJ2-1",3
"TRAV27","TRAJ42","TRBV11-2","TRBJ1-2",3
"TRAV27","TRAJ42","TRBV12-3","TRBJ2-2",3
"TRAV27","TRAJ42","TRBV19","TRBJ2-4",3
"TRAV27","TRAJ42","TRBV20-1","TRBJ2-1",3
"TRAV27","TRAJ42","TRBV5-6","TRBJ1-1",3
"TRAV29/DV5","TRAJ26","TRBV9","TRBJ2-1",3
"TRAV29/DV5","TRAJ34","TRBV29-1","TRBJ1-2",3
"TRAV29/DV5","TRAJ40","TRBV28","TRBJ2-1",3
"TRAV29/DV5","TRAJ40","TRBV5-6","TRBJ1-1",3
"TRAV29/DV5","TRAJ40","TRBV7-9","TRBJ2-3",3
"TRAV29/DV5","TRAJ42","TRBV19","TRBJ1-2",3
"TRAV29/DV5","TRAJ45","TRBV10-1","TRBJ1-1",3
"TRAV29/DV5","TRAJ45","TRBV5-6","TRBJ2-1",3
"TRAV29/DV5","TRAJ45","TRBV7-9","TRBJ2-1",3
"TRAV29/DV5","TRAJ48","TRBV29-1","TRBJ2-1",3
"TRAV29/DV5","TRAJ49","TRBV6-5","TRBJ1-2",3
"TRAV29/DV5","TRAJ49","TRBV7-9","TRBJ2-1",3
"TRAV29/DV5","TRAJ50","TRBV19","TRBJ1-1",3
"TRAV29/DV5","TRAJ52","TRBV19","TRBJ1-1",3
"TRAV29/DV5","TRAJ53","TRBV19","TRBJ1-2",3
"TRAV29/DV5","TRAJ53","TRBV19","TRBJ2-3",3
"TRAV3","TRAJ26","TRBV27","TRBJ2-1",3
"TRAV3","TRAJ31","TRBV12-3","TRBJ1-1",3
"TRAV3","TRAJ37","TRBV19","TRBJ2-7",3
"TRAV3","TRAJ40","TRBV27","TRBJ1-2",3
"TRAV3","TRAJ42","TRBV19","TRBJ2-1",3
"TRAV3","TRAJ45","TRBV19","TRBJ2-7",3
"TRAV3","TRAJ5","TRBV5-6","TRBJ2-5",3
"TRAV30","TRAJ20","TRBV9","TRBJ2-2",3
"TRAV30","TRAJ42","TRBV19","TRBJ2-1",3
"TRAV34","TRAJ33","TRBV6-5","TRBJ1-1",3
"TRAV35","TRAJ20","TRBV7-8","TRBJ1-2",3
"TRAV35","TRAJ33","TRBV19","TRBJ1-5",3
"TRAV35","TRAJ37","TRBV27","TRBJ2-2",3
"TRAV35","TRAJ38","TRBV29-1","TRBJ1-2",3
"TRAV35","TRAJ45","TRBV7-8","TRBJ1-1",3
"TRAV35","TRAJ52","TRBV19","TRBJ1-5",3
"TRAV38-1","TRAJ31","TRBV13","TRBJ2-1",3
"TRAV38-1","TRAJ52","TRBV11-2","TRBJ1-2",3
"TRAV38-1","TRAJ52","TRBV12-3","TRBJ2-2",3
"TRAV38-1","TRAJ52","TRBV19","TRBJ2-1",3
"TRAV38-1","TRAJ54","TRBV12-4","TRBJ2-3",3
"TRAV38-1","TRAJ54","TRBV7-9","TRBJ2-1",3
"TRAV38-2/DV8","TRAJ30","TRBV19","TRBJ1-2",3
"TRAV38-2/DV8","TRAJ30","TRBV19","TRBJ1-5",3
"TRAV38-2/DV8","TRAJ30","TRBV25-1","TRBJ2-7",3
"TRAV38-2/DV8","TRAJ42","TRBV6-1","TRBJ2-3",3
"TRAV38-2/DV8","TRAJ45","TRBV2","TRBJ1-1",3
"TRAV38-2/DV8","TRAJ52","TRBV11-2","TRBJ1-2",3
"TRAV38-2/DV8","TRAJ52","TRBV19","TRBJ2-7",3
"TRAV38-2/DV8","TRAJ57","TRBV19","TRBJ2-1",3
"TRAV39","TRAJ42","TRBV19","TRBJ2-3",3
"TRAV39","TRAJ43","TRBV20-1","TRBJ2-2",3
"TRAV4","TRAJ23","TRBV4-2","TRBJ2-1",3
"TRAV41","TRAJ34","TRBV27","TRBJ2-2",3
"TRAV5","TRAJ11","TRBV9","TRBJ2-1",3
"TRAV5","TRAJ20","TRBV15","TRBJ1-1",3
"TRAV5","TRAJ24","TRBV29-1","TRBJ1-4",3
"TRAV5","TRAJ3","TRBV20-1","TRBJ2-7",3
"TRAV5","TRAJ31","TRBV20-1","TRBJ2-1",3
"TRAV5","TRAJ34","TRBV9","TRBJ2-1",3
"TRAV5","TRAJ42","TRBV12-4","TRBJ1-2",3
"TRAV5","TRAJ42","TRBV14","TRBJ2-1",3
"TRAV5","TRAJ43","TRBV14","TRBJ2-7",3
"TRAV5","TRAJ6","TRBV4-2","TRBJ1-5",3
"TRAV8-1","TRAJ37","TRBV19","TRBJ2-7",3
"TRAV8-1","TRAJ45","TRBV2","TRBJ2-1",3
"TRAV8-1","TRAJ45","TRBV6-5","TRBJ2-3",3
"TRAV8-2","TRAJ41","TRBV19","TRBJ2-7",3
"TRAV8-2","TRAJ9","TRBV2","TRBJ1-1",3
"TRAV8-3","TRAJ28","TRBV4-1","TRBJ2-7",3
"TRAV8-3","TRAJ49","TRBV27","TRBJ2-1",3
"TRAV8-4","TRAJ20","TRBV10-3","TRBJ2-1",3
"TRAV8-4","TRAJ33","TRBV3-1","TRBJ2-7",3
"TRAV8-4","TRAJ42","TRBV19","TRBJ2-3",3
"TRAV8-4","TRAJ42","TRBV19","TRBJ2-7",3
"TRAV8-6","TRAJ12","TRBV9","TRBJ1-1",3
"TRAV8-6","TRAJ53","TRBV19","TRBJ2-1",3
"TRAV9-2","TRAJ10","TRBV6-1","TRBJ1-1",3
"TRAV9-2","TRAJ11","TRBV27","TRBJ2-1",3
"TRAV9-2","TRAJ34","TRBV3-1","TRBJ2-7",3
"TRAV9-2","TRAJ49","TRBV27","TRBJ2-1",3
"TRAV9-2","TRAJ50","TRBV12-3","TRBJ2-5",3
"TRAV9-2","TRAJ52","TRBV19","TRBJ2-2",3
"TRAV1-1","TRAJ10","TRBV6-6","TRBJ2-7",2
"TRAV1-1","TRAJ15","TRBV3-1","TRBJ2-7",2
"TRAV1-1","TRAJ20","TRBV12-4","TRBJ2-3",2
"TRAV1-1","TRAJ20","TRBV14","TRBJ1-5",2
"TRAV1-1","TRAJ21","TRBV12-3","TRBJ2-1",2
"TRAV1-1","TRAJ23","TRBV18","TRBJ2-1",2
"TRAV1-1","TRAJ23","TRBV20-1","TRBJ2-7",2
"TRAV1-1","TRAJ30","TRBV20-1","TRBJ1-2",2
"TRAV1-1","TRAJ30","TRBV7-9","TRBJ2-1",2
"TRAV1-1","TRAJ9","TRBV2","TRBJ1-4",2
"TRAV1-2","TRAJ10","TRBV27","TRBJ1-4",2
"TRAV1-2","TRAJ10","TRBV27","TRBJ1-5",2
"TRAV1-2","TRAJ12","TRBV6-1","TRBJ2-3",2
"TRAV1-2","TRAJ12","TRBV6-1","TRBJ2-7",2
"TRAV1-2","TRAJ12","TRBV6-4","TRBJ2-2",2
"TRAV1-2","TRAJ12","TRBV9","TRBJ2-1",2
"TRAV1-2","TRAJ13","TRBV20-1","TRBJ1-2",2
"TRAV1-2","TRAJ15","TRBV27","TRBJ2-1",2
"TRAV1-2","TRAJ15","TRBV9","TRBJ2-5",2
"TRAV1-2","TRAJ20","TRBV2","TRBJ2-3",2
"TRAV1-2","TRAJ20","TRBV20-1","TRBJ1-3",2
"TRAV1-2","TRAJ20","TRBV20-1","TRBJ2-3",2
"TRAV1-2","TRAJ20","TRBV27","TRBJ1-2",2
"TRAV1-2","TRAJ20","TRBV3-1","TRBJ2-5",2
"TRAV1-2","TRAJ20","TRBV4-1","TRBJ2-5",2
"TRAV1-2","TRAJ20","TRBV6-1","TRBJ1-2",2
"TRAV1-2","TRAJ20","TRBV6-1","TRBJ2-3",2
"TRAV1-2","TRAJ20","TRBV6-5","TRBJ2-7",2
"TRAV1-2","TRAJ20","TRBV7-6","TRBJ2-3",2
"TRAV1-2","TRAJ20","TRBV7-9","TRBJ2-1",2
"TRAV1-2","TRAJ20","TRBV9","TRBJ1-2",2
"TRAV1-2","TRAJ20","TRBV9","TRBJ2-1",2
"TRAV1-2","TRAJ23","TRBV4-2","TRBJ2-3",2
"TRAV1-2","TRAJ26","TRBV4-1","TRBJ1-5",2
"TRAV1-2","TRAJ26","TRBV9","TRBJ1-1",2
"TRAV1-2","TRAJ27","TRBV27","TRBJ2-1",2
"TRAV1-2","TRAJ28","TRBV14","TRBJ1-3",2
"TRAV1-2","TRAJ28","TRBV3-1","TRBJ2-5",2
"TRAV1-2","TRAJ28","TRBV6-3","TRBJ2-7",2
"TRAV1-2","TRAJ29","TRBV12-3","TRBJ2-3",2
"TRAV1-2","TRAJ30","TRBV15","TRBJ2-2",2
"TRAV1-2","TRAJ30","TRBV4-1","TRBJ1-2",2
"TRAV1-2","TRAJ31","TRBV7-8","TRBJ1-2",2
"TRAV1-2","TRAJ33","TRBV12-3","TRBJ2-2",2
"TRAV1-2","TRAJ33","TRBV12-4","TRBJ2-3",2
"TRAV1-2","TRAJ33","TRBV15","TRBJ2-6",2
"TRAV1-2","TRAJ33","TRBV19","TRBJ2-6",2
"TRAV1-2","TRAJ33","TRBV19","TRBJ2-7",2
"TRAV1-2","TRAJ33","TRBV20-1","TRBJ1-4",2
"TRAV1-2","TRAJ33","TRBV29-1","TRBJ2-7",2
"TRAV1-2","TRAJ33","TRBV4-1","TRBJ2-6",2
"TRAV1-2","TRAJ33","TRBV4-2","TRBJ2-1",2
"TRAV1-2","TRAJ33","TRBV4-2","TRBJ2-2",2
"TRAV1-2","TRAJ33","TRBV4-3","TRBJ2-1",2
"TRAV1-2","TRAJ33","TRBV4-3","TRBJ2-3",2
"TRAV1-2","TRAJ33","TRBV6-1","TRBJ2-2",2
"TRAV1-2","TRAJ33","TRBV6-1","TRBJ2-5",2
"TRAV1-2","TRAJ33","TRBV6-1","TRBJ2-7",2
"TRAV1-2","TRAJ33","TRBV6-2","TRBJ2-7",2
"TRAV1-2","TRAJ33","TRBV6-3","TRBJ1-5",2
"TRAV1-2","TRAJ33","TRBV6-3","TRBJ2-1",2
"TRAV1-2","TRAJ33","TRBV6-3","TRBJ2-5",2
"TRAV1-2","TRAJ33","TRBV6-4","TRBJ1-5",2
"TRAV1-2","TRAJ33","TRBV6-4","TRBJ1-6",2
"TRAV1-2","TRAJ33","TRBV6-4","TRBJ2-6",2
"TRAV1-2","TRAJ33","TRBV6-5","TRBJ1-1",2
"TRAV1-2","TRAJ33","TRBV6-5","TRBJ2-1",2
"TRAV1-2","TRAJ33","TRBV6-5","TRBJ2-5",2
"TRAV1-2","TRAJ33","TRBV6-6","TRBJ2-7",2
"TRAV1-2","TRAJ33","TRBV9","TRBJ2-1",2
"TRAV1-2","TRAJ33","TRBV9","TRBJ2-7",2
"TRAV1-2","TRAJ34","TRBV27","TRBJ1-1",2
"TRAV1-2","TRAJ34","TRBV5-5","TRBJ1-1",2
"TRAV1-2","TRAJ34","TRBV7-2","TRBJ2-7",2
"TRAV1-2","TRAJ34","TRBV7-9","TRBJ2-5",2
"TRAV1-2","TRAJ36","TRBV4-1","TRBJ2-7",2
"TRAV1-2","TRAJ36","TRBV7-9","TRBJ2-7",2
"TRAV1-2","TRAJ37","TRBV7-9","TRBJ2-7",2
"TRAV1-2","TRAJ39","TRBV12-4","TRBJ2-1",2
"TRAV1-2","TRAJ39","TRBV19","TRBJ1-2",2
"TRAV1-2","TRAJ39","TRBV30","TRBJ2-1",2
"TRAV1-2","TRAJ4","TRBV20-1","TRBJ2-2",2
"TRAV1-2","TRAJ4","TRBV27","TRBJ1-1",2
"TRAV1-2","TRAJ4","TRBV6-1","TRBJ1-1",2
"TRAV1-2","TRAJ4","TRBV7-2","TRBJ2-7",2
"TRAV1-2","TRAJ40","TRBV10-3","TRBJ1-2",2
"TRAV1-2","TRAJ40","TRBV9","TRBJ1-1",2
"TRAV1-2","TRAJ41","TRBV9","TRBJ1-2",2
"TRAV1-2","TRAJ6","TRBV15","TRBJ1-5",2
"TRAV1-2","TRAJ6","TRBV19","TRBJ1-1",2
"TRAV1-2","TRAJ6","TRBV20-1","TRBJ2-3",2
"TRAV1-2","TRAJ6","TRBV7-9","TRBJ2-1",2
"TRAV1-2","TRAJ9","TRBV28","TRBJ2-1",2
"TRAV1-2","TRAJ9","TRBV4-1","TRBJ2-3",2
"TRAV1-2","TRAJ9","TRBV7-9","TRBJ2-7",2
"TRAV10","TRAJ12","TRBV7-9","TRBJ2-7",2
"TRAV10","TRAJ20","TRBV11-3","TRBJ2-5",2
"TRAV10","TRAJ20","TRBV5-1","TRBJ1-1",2
"TRAV10","TRAJ39","TRBV27","TRBJ2-3",2
"TRAV10","TRAJ4","TRBV7-9","TRBJ2-1",2
"TRAV10","TRAJ4","TRBV7-9","TRBJ2-7",2
"TRAV10","TRAJ45","TRBV30","TRBJ2-1",2
"TRAV10","TRAJ56","TRBV25-1","TRBJ1-1",2
"TRAV10","TRAJ9","TRBV19","TRBJ1-2",2
"TRAV12-1","TRAJ10","TRBV20-1","TRBJ2-7",2
"TRAV12-1","TRAJ11","TRBV2","TRBJ1-6",2
"TRAV12-1","TRAJ11","TRBV6-1","TRBJ1-5",2
"TRAV12-1","TRAJ11","TRBV7-2","TRBJ2-5",2
"TRAV12-1","TRAJ12","TRBV2","TRBJ1-3",2
"TRAV12-1","TRAJ13","TRBV6-1","TRBJ2-7",2
"TRAV12-1","TRAJ20","TRBV19","TRBJ2-2",2
"TRAV12-1","TRAJ20","TRBV20-1","TRBJ2-3",2
"TRAV12-1","TRAJ20","TRBV24-1","TRBJ2-1",2
"TRAV12-1","TRAJ20","TRBV6-1","TRBJ2-1",2
"TRAV12-1","TRAJ22","TRBV7-9","TRBJ1-2",2
"TRAV12-1","TRAJ23","TRBV2","TRBJ2-1",2
"TRAV12-1","TRAJ23","TRBV6-5","TRBJ2-7",2
"TRAV12-1","TRAJ26","TRBV19","TRBJ1-1",2
"TRAV12-1","TRAJ27","TRBV27","TRBJ1-2",2
"TRAV12-1","TRAJ27","TRBV7-9","TRBJ1-2",2
"TRAV12-1","TRAJ28","TRBV6-4","TRBJ2-7",2
"TRAV12-1","TRAJ29","TRBV6-1","TRBJ2-7",2
"TRAV12-1","TRAJ30","TRBV19","TRBJ2-3",2
"TRAV12-1","TRAJ30","TRBV6-1","TRBJ1-2",2
"TRAV12-1","TRAJ30","TRBV9","TRBJ2-7",2
"TRAV12-1","TRAJ31","TRBV29-1","TRBJ1-2",2
"TRAV12-1","TRAJ31","TRBV7-2","TRBJ2-7",2
"TRAV12-1","TRAJ33","TRBV2","TRBJ2-7",2
"TRAV12-1","TRAJ33","TRBV5-1","TRBJ2-7",2
"TRAV12-1","TRAJ34","TRBV19","TRBJ1-1",2
"TRAV12-1","TRAJ34","TRBV20-1","TRBJ2-2",2
"TRAV12-1","TRAJ34","TRBV3-1","TRBJ2-7",2
"TRAV12-1","TRAJ34","TRBV7-2","TRBJ2-1",2
"TRAV12-1","TRAJ34","TRBV7-9","TRBJ2-7",2
"TRAV12-1","TRAJ37","TRBV19","TRBJ2-1",2
"TRAV12-1","TRAJ37","TRBV20-1","TRBJ2-1",2
"TRAV12-1","TRAJ37","TRBV4-1","TRBJ2-1",2
"TRAV12-1","TRAJ39","TRBV15","TRBJ2-2",2
"TRAV12-1","TRAJ39","TRBV20-1","TRBJ1-2",2
"TRAV12-1","TRAJ39","TRBV30","TRBJ2-2",2
"TRAV12-1","TRAJ4","TRBV19","TRBJ2-1",2
"TRAV12-1","TRAJ40","TRBV19","TRBJ2-7",2
"TRAV12-1","TRAJ40","TRBV4-3","TRBJ2-1",2
"TRAV12-1","TRAJ40","TRBV6-1","TRBJ2-1",2
"TRAV12-1","TRAJ40","TRBV6-3","TRBJ2-1",2
"TRAV12-1","TRAJ41","TRBV29-1","TRBJ2-2",2
"TRAV12-1","TRAJ41","TRBV5-1","TRBJ1-5",2
"TRAV12-1","TRAJ42","TRBV12-3","TRBJ1-1",2
"TRAV12-1","TRAJ42","TRBV4-1","TRBJ2-7",2
"TRAV12-1","TRAJ42","TRBV6-1","TRBJ1-5",2
"TRAV12-1","TRAJ42","TRBV6-5","TRBJ1-2",2
"TRAV12-1","TRAJ43","TRBV10-3","TRBJ1-5",2
"TRAV12-1","TRAJ43","TRBV10-3","TRBJ2-2",2
"TRAV12-1","TRAJ43","TRBV15","TRBJ2-2",2
"TRAV12-1","TRAJ43","TRBV19","TRBJ1-1",2
"TRAV12-1","TRAJ43","TRBV20-1","TRBJ2-7",2
"TRAV12-1","TRAJ43","TRBV5-4","TRBJ2-2",2
"TRAV12-1","TRAJ43","TRBV5-5","TRBJ2-2",2
"TRAV12-1","TRAJ43","TRBV6-1","TRBJ2-2",2
"TRAV12-1","TRAJ43","TRBV7-8","TRBJ2-7",2
"TRAV12-1","TRAJ43","TRBV7-9","TRBJ2-3",2
"TRAV12-1","TRAJ45","TRBV10-2","TRBJ2-7",2
"TRAV12-1","TRAJ45","TRBV20-1","TRBJ2-2",2
"TRAV12-1","TRAJ45","TRBV6-5","TRBJ1-2",2
"TRAV12-1","TRAJ47","TRBV19","TRBJ2-2",2
"TRAV12-1","TRAJ47","TRBV6-3","TRBJ2-1",2
"TRAV12-1","TRAJ47","TRBV7-9","TRBJ2-2",2
"TRAV12-1","TRAJ49","TRBV20-1","TRBJ1-2",2
"TRAV12-1","TRAJ49","TRBV24-1","TRBJ2-2",2
"TRAV12-1","TRAJ49","TRBV7-2","TRBJ2-7",2
"TRAV12-1","TRAJ50","TRBV19","TRBJ2-7",2
"TRAV12-1","TRAJ50","TRBV20-1","TRBJ2-7",2
"TRAV12-1","TRAJ50","TRBV27","TRBJ2-1",2
"TRAV12-1","TRAJ56","TRBV19","TRBJ2-1",2
"TRAV12-1","TRAJ8","TRBV19","TRBJ1-5",2
"TRAV12-1","TRAJ8","TRBV30","TRBJ1-1",2
"TRAV12-1","TRAJ8","TRBV6-1","TRBJ2-7",2
"TRAV12-1","TRAJ8","TRBV9","TRBJ2-7",2
"TRAV12-1","TRAJ9","TRBV20-1","TRBJ1-4",2
"TRAV12-2","TRAJ10","TRBV19","TRBJ2-7",2
"TRAV12-2","TRAJ10","TRBV4-1","TRBJ1-2",2
"TRAV12-2","TRAJ11","TRBV6-5","TRBJ1-2",2
"TRAV12-2","TRAJ13","TRBV10-3","TRBJ1-1",2
"TRAV12-2","TRAJ13","TRBV20-1","TRBJ2-1",2
"TRAV12-2","TRAJ15","TRBV18","TRBJ2-1",2
"TRAV12-2","TRAJ15","TRBV19","TRBJ2-7",2
"TRAV12-2","TRAJ15","TRBV20-1","TRBJ2-1",2
"TRAV12-2","TRAJ15","TRBV20-1","TRBJ2-7",2
"TRAV12-2","TRAJ15","TRBV28","TRBJ2-5",2
"TRAV12-2","TRAJ15","TRBV6-5","TRBJ2-1",2
"TRAV12-2","TRAJ17","TRBV27","TRBJ1-4",2
"TRAV12-2","TRAJ17","TRBV6-5","TRBJ1-2",2
"TRAV12-2","TRAJ17","TRBV7-2","TRBJ2-7",2
"TRAV12-2","TRAJ22","TRBV6-5","TRBJ1-2",2
"TRAV12-2","TRAJ23","TRBV19","TRBJ2-7",2
"TRAV12-2","TRAJ23","TRBV20-1","TRBJ2-3",2
"TRAV12-2","TRAJ23","TRBV29-1","TRBJ2-3",2
"TRAV12-2","TRAJ26","TRBV19","TRBJ1-1",2
"TRAV12-2","TRAJ26","TRBV27","TRBJ2-7",2
"TRAV12-2","TRAJ27","TRBV29-1","TRBJ2-1",2
"TRAV12-2","TRAJ28","TRBV20-1","TRBJ2-1",2
"TRAV12-2","TRAJ28","TRBV29-1","TRBJ2-7",2
"TRAV12-2","TRAJ29","TRBV11-1","TRBJ2-2",2
"TRAV12-2","TRAJ29","TRBV11-2","TRBJ2-1",2
"TRAV12-2","TRAJ29","TRBV29-1","TRBJ1-2",2
"TRAV12-2","TRAJ3","TRBV28","TRBJ2-7",2
"TRAV12-2","TRAJ3","TRBV6-1","TRBJ2-7",2
"TRAV12-2","TRAJ30","TRBV11-2","TRBJ2-7",2
"TRAV12-2","TRAJ30","TRBV12-4","TRBJ2-3",2
"TRAV12-2","TRAJ30","TRBV14","TRBJ2-7",2
"TRAV12-2","TRAJ30","TRBV20-1","TRBJ2-7",2
"TRAV12-2","TRAJ30","TRBV27","TRBJ2-1",2
"TRAV12-2","TRAJ30","TRBV3-1","TRBJ2-5",2
"TRAV12-2","TRAJ30","TRBV4-1","TRBJ2-7",2
"TRAV12-2","TRAJ30","TRBV6-5","TRBJ1-2",2
"TRAV12-2","TRAJ30","TRBV7-9","TRBJ2-1",2
"TRAV12-2","TRAJ31","TRBV15","TRBJ2-7",2
"TRAV12-2","TRAJ31","TRBV19","TRBJ1-5",2
"TRAV12-2","TRAJ31","TRBV20-1","TRBJ2-1",2
"TRAV12-2","TRAJ31","TRBV20-1","TRBJ2-5",2
"TRAV12-2","TRAJ31","TRBV27","TRBJ1-2",2
"TRAV12-2","TRAJ31","TRBV7-6","TRBJ1-1",2
"TRAV12-2","TRAJ31","TRBV7-9","TRBJ1-1",2
"TRAV12-2","TRAJ33","TRBV14","TRBJ2-7",2
"TRAV12-2","TRAJ33","TRBV27","TRBJ1-1",2
"TRAV12-2","TRAJ34","TRBV12-4","TRBJ1-1",2
"TRAV12-2","TRAJ34","TRBV20-1","TRBJ2-1",2
"TRAV12-2","TRAJ34","TRBV27","TRBJ1-2",2
"TRAV12-2","TRAJ34","TRBV27","TRBJ2-7",2
"TRAV12-2","TRAJ34","TRBV28","TRBJ1-5",2
"TRAV12-2","TRAJ34","TRBV7-9","TRBJ2-7",2
"TRAV12-2","TRAJ34","TRBV9","TRBJ2-7",2
"TRAV12-2","TRAJ4","TRBV11-3","TRBJ2-2",2
"TRAV12-2","TRAJ4","TRBV13","TRBJ1-1",2
"TRAV12-2","TRAJ4","TRBV19","TRBJ2-7",2
"TRAV12-2","TRAJ4","TRBV20-1","TRBJ2-1",2
"TRAV12-2","TRAJ41","TRBV19","TRBJ1-1",2
"TRAV12-2","TRAJ41","TRBV7-9","TRBJ1-2",2
"TRAV12-2","TRAJ42","TRBV18","TRBJ1-1",2
"TRAV12-2","TRAJ42","TRBV19","TRBJ1-4",2
"TRAV12-2","TRAJ42","TRBV24-1","TRBJ2-1",2
"TRAV12-2","TRAJ42","TRBV4-1","TRBJ2-1",2
"TRAV12-2","TRAJ42","TRBV6-3","TRBJ1-1",2
"TRAV12-2","TRAJ42","TRBV6-3","TRBJ2-1",2
"TRAV12-2","TRAJ42","TRBV7-2","TRBJ2-7",2
"TRAV12-2","TRAJ42","TRBV9","TRBJ1-1",2
"TRAV12-2","TRAJ43","TRBV27","TRBJ1-1",2
"TRAV12-2","TRAJ43","TRBV27","TRBJ2-7",2
"TRAV12-2","TRAJ43","TRBV4-3","TRBJ2-1",2
"TRAV12-2","TRAJ43","TRBV6-5","TRBJ2-2",2
"TRAV12-2","TRAJ43","TRBV6-5","TRBJ2-7",2
"TRAV12-2","TRAJ45","TRBV10-3","TRBJ2-2",2
"TRAV12-2","TRAJ45","TRBV11-2","TRBJ2-5",2
"TRAV12-2","TRAJ45","TRBV12-4","TRBJ2-1",2
"TRAV12-2","TRAJ45","TRBV2","TRBJ2-2",2
"TRAV12-2","TRAJ45","TRBV27","TRBJ1-5",2
"TRAV12-2","TRAJ45","TRBV28","TRBJ1-5",2
"TRAV12-2","TRAJ45","TRBV28","TRBJ2-7",2
"TRAV12-2","TRAJ45","TRBV4-2","TRBJ1-1",2
"TRAV12-2","TRAJ45","TRBV4-2","TRBJ2-7",2
"TRAV12-2","TRAJ45","TRBV6-3","TRBJ2-1",2
"TRAV12-2","TRAJ45","TRBV6-5","TRBJ1-2",2
"TRAV12-2","TRAJ45","TRBV6-6","TRBJ2-7",2
"TRAV12-2","TRAJ45","TRBV7-3","TRBJ1-1",2
"TRAV12-2","TRAJ45","TRBV7-9","TRBJ2-1",2
"TRAV12-2","TRAJ45","TRBV9","TRBJ2-3",2
"TRAV12-2","TRAJ47","TRBV11-2","TRBJ1-2",2
"TRAV12-2","TRAJ47","TRBV3-1","TRBJ2-1",2
"TRAV12-2","TRAJ48","TRBV13","TRBJ1-1",2
"TRAV12-2","TRAJ48","TRBV19","TRBJ2-2",2
"TRAV12-2","TRAJ48","TRBV2","TRBJ2-7",2
"TRAV12-2","TRAJ48","TRBV20-1","TRBJ2-1",2
"TRAV12-2","TRAJ48","TRBV27","TRBJ2-1",2
"TRAV12-2","TRAJ48","TRBV29-1","TRBJ1-2",2
"TRAV12-2","TRAJ48","TRBV7-9","TRBJ2-7",2
"TRAV12-2","TRAJ49","TRBV19","TRBJ1-2",2
"TRAV12-2","TRAJ49","TRBV20-1","TRBJ1-1",2
"TRAV12-2","TRAJ49","TRBV7-9","TRBJ2-1",2
"TRAV12-2","TRAJ49","TRBV7-9","TRBJ2-5",2
"TRAV12-2","TRAJ5","TRBV6-6","TRBJ1-1",2
"TRAV12-2","TRAJ50","TRBV18","TRBJ2-7",2
"TRAV12-2","TRAJ50","TRBV20-1","TRBJ2-7",2
"TRAV12-2","TRAJ52","TRBV19","TRBJ1-1",2
"TRAV12-2","TRAJ52","TRBV19","TRBJ1-5",2
"TRAV12-2","TRAJ52","TRBV20-1","TRBJ1-5",2
"TRAV12-2","TRAJ52","TRBV27","TRBJ1-3",2
"TRAV12-2","TRAJ54","TRBV27","TRBJ2-7",2
"TRAV12-2","TRAJ57","TRBV9","TRBJ1-1",2
"TRAV12-2","TRAJ6","TRBV14","TRBJ1-6",2
"TRAV12-2","TRAJ6","TRBV27","TRBJ2-1",2
"TRAV12-2","TRAJ6","TRBV9","TRBJ2-1",2
"TRAV12-2","TRAJ7","TRBV6-5","TRBJ2-1",2
"TRAV12-2","TRAJ7","TRBV6-5","TRBJ2-4",2
"TRAV12-2","TRAJ7","TRBV6-5","TRBJ2-5",2
"TRAV12-2","TRAJ8","TRBV2","TRBJ2-1",2
"TRAV12-2","TRAJ8","TRBV27","TRBJ2-1",2
"TRAV12-2","TRAJ9","TRBV19","TRBJ1-1",2
"TRAV12-2","TRAJ9","TRBV27","TRBJ1-1",2
